field_1,X,name,issues,basisOfRec,year,month,day,geodeticDa,decimalLon,decimalLat,optional,left,top,right,bottom,ID,left_1,top_1,right_1,bottom_1,ID_1,left_2,top_2,right_2,bottom_2,ID_2,left_3,top_3,right_3,bottom_3,ID_3,left_4,top_4,right_4,bottom_4,ID_4,left_5,top_5,right_5,bottom_5,ID_5,left_6,top_6,right_6,bottom_6,ID_6
25232,19,Sambucus nigra,gass84,PRESERVED_SPECIMEN,1990,7,10,WGS84,-120.40720,39.70686,TRUE,2007937.16157,857037.29784,2009187.16157,855787.29784,51881,2006687.16157,858287.29784,2009187.16157,855787.29784,12884,2006687.16157,860787.29784,2011687.16157,855787.29784,3242,2001687.16157,860787.29784,2011687.16157,850787.29784,789,2001687.16157,860787.29784,2021687.16157,840787.29784,203,2001687.16157,860787.29784,2041687.16157,820787.29784,54,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
25233,93,Sambucus racemosa,,PRESERVED_SPECIMEN,1990,7,6,WGS84,-119.98830,38.69447,TRUE,2044187.16157,744537.29784,2045437.16157,743287.29784,66848,2044187.16157,745787.29784,2046687.16157,743287.29784,16784,2041687.16157,745787.29784,2046687.16157,740787.29784,4168,2041687.16157,750787.29784,2051687.16157,740787.29784,1060,2041687.16157,760787.29784,2061687.16157,740787.29784,274,2041687.16157,780787.29784,2081687.16157,740787.29784,73,2041687.1615699999965727,780787.2978420000290498,2121687.1615699999965727,700787.2978420000290498,21
25242,69,Vaccinium membranaceum,cdrep,PRESERVED_SPECIMEN,1990,7,24,WGS84,-121.20250,39.82361,TRUE,1939187.16157,869537.29784,1940437.16157,868287.29784,23656,1939187.16157,870787.29784,1941687.16157,868287.29784,5940,1936687.16157,870787.29784,1941687.16157,865787.29784,1434,1931687.16157,870787.29784,1941687.16157,860787.29784,333,1921687.16157,880787.29784,1941687.16157,860787.29784,70,1921687.16157,900787.29784,1961687.16157,860787.29784,19,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
29383,16,Arctostaphylos uva-ursi,,PRESERVED_SPECIMEN,1990,8,5,WGS84,-118.85580,37.58680,TRUE,2144187.16157,622037.29784,2145437.16157,620787.29784,107986,2144187.16157,623287.29784,2146687.16157,620787.29784,27113,2141687.16157,625787.29784,2146687.16157,620787.29784,6772,2141687.16157,630787.29784,2151687.16157,620787.29784,1722,2141687.16157,640787.29784,2161687.16157,620787.29784,445,2121687.16157,660787.29784,2161687.16157,620787.29784,110,2121687.1615699999965727,700787.2978420000290498,2201687.1615699999965727,620787.2978420000290498,31
29395,32,Gaultheria ovatifolia,cdrep,PRESERVED_SPECIMEN,1990,8,14,WGS84,-121.10260,39.61952,TRUE,1947937.16157,847037.29784,1949187.16157,845787.29784,27265,1946687.16157,848287.29784,1949187.16157,845787.29784,6720,1946687.16157,850787.29784,1951687.16157,845787.29784,1696,1941687.16157,850787.29784,1951687.16157,840787.29784,400,1941687.16157,860787.29784,1961687.16157,840787.29784,104,1921687.16157,860787.29784,1961687.16157,820787.29784,20,1881687.1615699999965727,860787.2978420000290498,1961687.1615699999965727,780787.2978420000290498,2
29396,33,Gaultheria ovatifolia,cdrep,PRESERVED_SPECIMEN,1990,8,14,WGS84,-121.11500,39.61778,TRUE,1946687.16157,847037.29784,1947937.16157,845787.29784,26752,1946687.16157,848287.29784,1949187.16157,845787.29784,6720,1946687.16157,850787.29784,1951687.16157,845787.29784,1696,1941687.16157,850787.29784,1951687.16157,840787.29784,400,1941687.16157,860787.29784,1961687.16157,840787.29784,104,1921687.16157,860787.29784,1961687.16157,820787.29784,20,1881687.1615699999965727,860787.2978420000290498,1961687.1615699999965727,780787.2978420000290498,2
29397,34,Gaultheria ovatifolia,"gass84,gdativ",PRESERVED_SPECIMEN,1990,8,14,WGS84,-121.10180,39.61970,TRUE,1947937.16157,847037.29784,1949187.16157,845787.29784,27265,1946687.16157,848287.29784,1949187.16157,845787.29784,6720,1946687.16157,850787.29784,1951687.16157,845787.29784,1696,1941687.16157,850787.29784,1951687.16157,840787.29784,400,1941687.16157,860787.29784,1961687.16157,840787.29784,104,1921687.16157,860787.29784,1961687.16157,820787.29784,20,1881687.1615699999965727,860787.2978420000290498,1961687.1615699999965727,780787.2978420000290498,2
29400,263,Prunus virginiana,,PRESERVED_SPECIMEN,1990,8,25,WGS84,-120.46030,39.64964,TRUE,2002937.16157,850787.29784,2004187.16157,849537.29784,49834,2001687.16157,850787.29784,2004187.16157,848287.29784,12373,2001687.16157,850787.29784,2006687.16157,845787.29784,3115,2001687.16157,850787.29784,2011687.16157,840787.29784,790,2001687.16157,860787.29784,2021687.16157,840787.29784,203,2001687.16157,860787.29784,2041687.16157,820787.29784,54,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
29402,306,Ribes cereum,"gass84,gdativ",PRESERVED_SPECIMEN,1990,8,25,WGS84,-118.73330,37.46667,TRUE,2155437.16157,609537.29784,2156687.16157,608287.29784,112613,2154187.16157,610787.29784,2156687.16157,608287.29784,28146,2151687.16157,610787.29784,2156687.16157,605787.29784,7033,2151687.16157,610787.29784,2161687.16157,600787.29784,1789,2141687.16157,620787.29784,2161687.16157,600787.29784,446,2121687.16157,620787.29784,2161687.16157,580787.29784,111,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
29405,404,Ribes nevadense,,PRESERVED_SPECIMEN,1990,8,21,WGS84,-120.46030,39.64964,TRUE,2002937.16157,850787.29784,2004187.16157,849537.29784,49834,2001687.16157,850787.29784,2004187.16157,848287.29784,12373,2001687.16157,850787.29784,2006687.16157,845787.29784,3115,2001687.16157,850787.29784,2011687.16157,840787.29784,790,2001687.16157,860787.29784,2021687.16157,840787.29784,203,2001687.16157,860787.29784,2041687.16157,820787.29784,54,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
29409,174,Rubus parviflorus,"gass84,gdativ",PRESERVED_SPECIMEN,1990,8,11,WGS84,-118.99140,36.72361,TRUE,2134187.16157,527037.29784,2135437.16157,525787.29784,103958,2134187.16157,528287.29784,2136687.16157,525787.29784,26123,2131687.16157,530787.29784,2136687.16157,525787.29784,6533,2131687.16157,530787.29784,2141687.16157,520787.29784,1667,2121687.16157,540787.29784,2141687.16157,520787.29784,417,2121687.16157,540787.29784,2161687.16157,500787.29784,113,2121687.1615699999965727,540787.2978420000290498,2201687.1615699999965727,460787.2978420000290498,33
29411,86,Vaccinium cespitosum,cdrep,PRESERVED_SPECIMEN,1990,8,7,WGS84,-121.23080,39.79333,TRUE,1936687.16157,867037.29784,1937937.16157,865787.29784,22632,1936687.16157,868287.29784,1939187.16157,865787.29784,5684,1936687.16157,870787.29784,1941687.16157,865787.29784,1434,1931687.16157,870787.29784,1941687.16157,860787.29784,333,1921687.16157,880787.29784,1941687.16157,860787.29784,70,1921687.16157,900787.29784,1961687.16157,860787.29784,19,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
29412,87,Vaccinium cespitosum,cdrep,PRESERVED_SPECIMEN,1990,8,22,WGS84,-121.17920,39.83000,TRUE,1941687.16157,870787.29784,1942937.16157,869537.29784,24681,1941687.16157,870787.29784,1944187.16157,868287.29784,6197,1941687.16157,870787.29784,1946687.16157,865787.29784,1563,1941687.16157,870787.29784,1951687.16157,860787.29784,398,1941687.16157,880787.29784,1961687.16157,860787.29784,103,1921687.16157,900787.29784,1961687.16157,860787.29784,19,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
29413,70,Vaccinium membranaceum,cdrep,PRESERVED_SPECIMEN,1990,8,7,WGS84,-121.24080,39.79000,TRUE,1935437.16157,865787.29784,1936687.16157,864537.29784,22120,1934187.16157,865787.29784,1936687.16157,863287.29784,5428,1931687.16157,865787.29784,1936687.16157,860787.29784,1306,1931687.16157,870787.29784,1941687.16157,860787.29784,333,1921687.16157,880787.29784,1941687.16157,860787.29784,70,1921687.16157,900787.29784,1961687.16157,860787.29784,19,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
29414,71,Vaccinium membranaceum,cdrep,PRESERVED_SPECIMEN,1990,8,7,WGS84,-121.24080,39.79000,TRUE,1935437.16157,865787.29784,1936687.16157,864537.29784,22120,1934187.16157,865787.29784,1936687.16157,863287.29784,5428,1931687.16157,865787.29784,1936687.16157,860787.29784,1306,1931687.16157,870787.29784,1941687.16157,860787.29784,333,1921687.16157,880787.29784,1941687.16157,860787.29784,70,1921687.16157,900787.29784,1961687.16157,860787.29784,19,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
29415,76,Vaccinium uliginosum,"gass84,gdativ",PRESERVED_SPECIMEN,1990,8,25,WGS84,-118.73330,37.46667,TRUE,2155437.16157,609537.29784,2156687.16157,608287.29784,112613,2154187.16157,610787.29784,2156687.16157,608287.29784,28146,2151687.16157,610787.29784,2156687.16157,605787.29784,7033,2151687.16157,610787.29784,2161687.16157,600787.29784,1789,2141687.16157,620787.29784,2161687.16157,600787.29784,446,2121687.16157,620787.29784,2161687.16157,580787.29784,111,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
29416,77,Vaccinium uliginosum,cdrep,PRESERVED_SPECIMEN,1990,8,7,WGS84,-121.23080,39.79333,TRUE,1936687.16157,867037.29784,1937937.16157,865787.29784,22632,1936687.16157,868287.29784,1939187.16157,865787.29784,5684,1936687.16157,870787.29784,1941687.16157,865787.29784,1434,1931687.16157,870787.29784,1941687.16157,860787.29784,333,1921687.16157,880787.29784,1941687.16157,860787.29784,70,1921687.16157,900787.29784,1961687.16157,860787.29784,19,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
29417,78,Vaccinium uliginosum,"gass84,gdativ",PRESERVED_SPECIMEN,1990,8,25,WGS84,-118.73330,37.46667,TRUE,2155437.16157,609537.29784,2156687.16157,608287.29784,112613,2154187.16157,610787.29784,2156687.16157,608287.29784,28146,2151687.16157,610787.29784,2156687.16157,605787.29784,7033,2151687.16157,610787.29784,2161687.16157,600787.29784,1789,2141687.16157,620787.29784,2161687.16157,600787.29784,446,2121687.16157,620787.29784,2161687.16157,580787.29784,111,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
29418,79,Vaccinium uliginosum,cdrep,PRESERVED_SPECIMEN,1990,8,7,WGS84,-121.24080,39.79000,TRUE,1935437.16157,865787.29784,1936687.16157,864537.29784,22120,1934187.16157,865787.29784,1936687.16157,863287.29784,5428,1931687.16157,865787.29784,1936687.16157,860787.29784,1306,1931687.16157,870787.29784,1941687.16157,860787.29784,333,1921687.16157,880787.29784,1941687.16157,860787.29784,70,1921687.16157,900787.29784,1961687.16157,860787.29784,19,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
31804,307,Ribes cereum,,PRESERVED_SPECIMEN,1990,9,3,WGS84,-118.57850,37.25620,TRUE,2170437.16157,585787.29784,2171687.16157,584537.29784,118788,2169187.16157,585787.29784,2171687.16157,583287.29784,29698,2166687.16157,585787.29784,2171687.16157,580787.29784,7425,2161687.16157,590787.29784,2171687.16157,580787.29784,1856,2161687.16157,600787.29784,2181687.16157,580787.29784,480,2161687.16157,620787.29784,2201687.16157,580787.29784,128,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
31806,215,Symphoricarpos rotundifolius,cdrep,PRESERVED_SPECIMEN,1990,9,3,WGS84,-118.57720,37.24980,TRUE,2170437.16157,585787.29784,2171687.16157,584537.29784,118788,2169187.16157,585787.29784,2171687.16157,583287.29784,29698,2166687.16157,585787.29784,2171687.16157,580787.29784,7425,2161687.16157,590787.29784,2171687.16157,580787.29784,1856,2161687.16157,600787.29784,2181687.16157,580787.29784,480,2161687.16157,620787.29784,2201687.16157,580787.29784,128,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
264,22,Arctostaphylos myrtifolia,,PRESERVED_SPECIMEN,1991,1,26,WGS84,-120.92520,38.35485,TRUE,1961687.16157,707037.29784,1962937.16157,705787.29784,33020,1961687.16157,708287.29784,1964187.16157,705787.29784,8318,1961687.16157,710787.29784,1966687.16157,705787.29784,2111,1961687.16157,710787.29784,1971687.16157,700787.29784,544,1961687.16157,720787.29784,1981687.16157,700787.29784,144,1961687.16157,740787.29784,2001687.16157,700787.29784,40,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
265,341,Arctostaphylos viscida,,PRESERVED_SPECIMEN,1991,1,26,WGS84,-120.99280,38.72088,TRUE,1956687.16157,747037.29784,1957937.16157,745787.29784,30936,1956687.16157,748287.29784,1959187.16157,745787.29784,7788,1956687.16157,750787.29784,1961687.16157,745787.29784,1974,1951687.16157,750787.29784,1961687.16157,740787.29784,475,1941687.16157,760787.29784,1961687.16157,740787.29784,109,1921687.16157,780787.29784,1961687.16157,740787.29784,22,1881687.1615699999965727,780787.2978420000290498,1961687.1615699999965727,700787.2978420000290498,3
6533,98,Arbutus menziesii,cdrep,PRESERVED_SPECIMEN,1991,4,20,WGS84,-121.42640,39.81472,TRUE,1920437.16157,869537.29784,1921687.16157,868287.29784,15961,1919187.16157,870787.29784,1921687.16157,868287.29784,3884,1916687.16157,870787.29784,1921687.16157,865787.29784,918,1911687.16157,870787.29784,1921687.16157,860787.29784,203,1901687.16157,880787.29784,1921687.16157,860787.29784,37,1881687.16157,900787.29784,1921687.16157,860787.29784,2,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
6535,342,Arctostaphylos viscida,cdrep,PRESERVED_SPECIMEN,1991,4,20,WGS84,-121.07170,40.02111,TRUE,1950437.16157,892037.29784,1951687.16157,890787.29784,28255,1949187.16157,893287.29784,1951687.16157,890787.29784,6959,1946687.16157,895787.29784,1951687.16157,890787.29784,1687,1941687.16157,900787.29784,1951687.16157,890787.29784,395,1941687.16157,900787.29784,1961687.16157,880787.29784,102,1921687.16157,900787.29784,1961687.16157,860787.29784,19,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
6545,383,Ribes nevadense,cdrep,PRESERVED_SPECIMEN,1991,4,20,WGS84,-121.35830,39.90139,TRUE,1925437.16157,878287.29784,1926687.16157,877037.29784,18006,1924187.16157,878287.29784,1926687.16157,875787.29784,4395,1921687.16157,880787.29784,1926687.16157,875787.29784,1045,1921687.16157,880787.29784,1931687.16157,870787.29784,267,1921687.16157,880787.29784,1941687.16157,860787.29784,70,1921687.16157,900787.29784,1961687.16157,860787.29784,19,1881687.1615699999965727,940787.2978420000290498,1961687.1615699999965727,860787.2978420000290498,1
6548,143,Ribes quercetorum,"cdround,gass84",PRESERVED_SPECIMEN,1991,4,20,WGS84,-118.18750,35.74583,TRUE,2209187.16157,419537.29784,2210437.16157,418287.29784,134824,2209187.16157,420787.29784,2211687.16157,418287.29784,33876,2206687.16157,420787.29784,2211687.16157,415787.29784,8490,2201687.16157,420787.29784,2211687.16157,410787.29784,2133,2201687.16157,420787.29784,2221687.16157,400787.29784,555,2201687.16157,420787.29784,2241687.16157,380787.29784,150,2201687.1615699999965727,460787.2978420000290498,2281687.1615699999965727,380787.2978420000290498,43
6549,144,Ribes quercetorum,"gass84,gdativ",PRESERVED_SPECIMEN,1991,4,20,WGS84,-118.18750,35.74583,TRUE,2209187.16157,419537.29784,2210437.16157,418287.29784,134824,2209187.16157,420787.29784,2211687.16157,418287.29784,33876,2206687.16157,420787.29784,2211687.16157,415787.29784,8490,2201687.16157,420787.29784,2211687.16157,410787.29784,2133,2201687.16157,420787.29784,2221687.16157,400787.29784,555,2201687.16157,420787.29784,2241687.16157,380787.29784,150,2201687.1615699999965727,460787.2978420000290498,2281687.1615699999965727,380787.2978420000290498,43
6550,145,Ribes quercetorum,gass84,PRESERVED_SPECIMEN,1991,4,20,WGS84,-118.18750,35.74583,TRUE,2209187.16157,419537.29784,2210437.16157,418287.29784,134824,2209187.16157,420787.29784,2211687.16157,418287.29784,33876,2206687.16157,420787.29784,2211687.16157,415787.29784,8490,2201687.16157,420787.29784,2211687.16157,410787.29784,2133,2201687.16157,420787.29784,2221687.16157,400787.29784,555,2201687.16157,420787.29784,2241687.16157,380787.29784,150,2201687.1615699999965727,460787.2978420000290498,2281687.1615699999965727,380787.2978420000290498,43
6551,315,Ribes roezlii,"gass84,gdativ",PRESERVED_SPECIMEN,1991,4,20,WGS84,-118.18750,35.74583,TRUE,2209187.16157,419537.29784,2210437.16157,418287.29784,134824,2209187.16157,420787.29784,2211687.16157,418287.29784,33876,2206687.16157,420787.29784,2211687.16157,415787.29784,8490,2201687.16157,420787.29784,2211687.16157,410787.29784,2133,2201687.16157,420787.29784,2221687.16157,400787.29784,555,2201687.16157,420787.29784,2241687.16157,380787.29784,150,2201687.1615699999965727,460787.2978420000290498,2281687.1615699999965727,380787.2978420000290498,43
6553,317,Ribes roezlii,gass84,PRESERVED_SPECIMEN,1991,4,20,WGS84,-118.18750,35.74583,TRUE,2209187.16157,419537.29784,2210437.16157,418287.29784,134824,2209187.16157,420787.29784,2211687.16157,418287.29784,33876,2206687.16157,420787.29784,2211687.16157,415787.29784,8490,2201687.16157,420787.29784,2211687.16157,410787.29784,2133,2201687.16157,420787.29784,2221687.16157,400787.29784,555,2201687.16157,420787.29784,2241687.16157,380787.29784,150,2201687.1615699999965727,460787.2978420000290498,2281687.1615699999965727,380787.2978420000290498,43
6555,319,Ribes roezlii,"cdround,gass84",PRESERVED_SPECIMEN,1991,4,20,WGS84,-118.18750,35.74583,TRUE,2209187.16157,419537.29784,2210437.16157,418287.29784,134824,2209187.16157,420787.29784,2211687.16157,418287.29784,33876,2206687.16157,420787.29784,2211687.16157,415787.29784,8490,2201687.16157,420787.29784,2211687.16157,410787.29784,2133,2201687.16157,420787.29784,2221687.16157,400787.29784,555,2201687.16157,420787.29784,2241687.16157,380787.29784,150,2201687.1615699999965727,460787.2978420000290498,2281687.1615699999965727,380787.2978420000290498,43
6570,436,Solanum umbelliferum,gass84,PRESERVED_SPECIMEN,1991,4,30,WGS84,-119.00000,37.00000,TRUE,2132937.16157,557037.29784,2134187.16157,555787.29784,103421,2131687.16157,558287.29784,2134187.16157,555787.29784,25854,2131687.16157,560787.29784,2136687.16157,555787.29784,6527,2131687.16157,560787.29784,2141687.16157,550787.29784,1664,2121687.16157,560787.29784,2141687.16157,540787.29784,416,2121687.16157,580787.29784,2161687.16157,540787.29784,112,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
11565,94,Cornus nuttallii,,PRESERVED_SPECIMEN,1991,5,3,WGS84,-121.03490,39.19988,TRUE,1952937.16157,800787.29784,1954187.16157,799537.29784,29354,1951687.16157,800787.29784,1954187.16157,798287.29784,7253,1951687.16157,800787.29784,1956687.16157,795787.29784,1835,1951687.16157,800787.29784,1961687.16157,790787.29784,470,1941687.16157,800787.29784,1961687.16157,780787.29784,107,1921687.16157,820787.29784,1961687.16157,780787.29784,21,1881687.1615699999965727,860787.2978420000290498,1961687.1615699999965727,780787.2978420000290498,2
